순위,영화명,개봉일,매출액 ,매출액 점유율,관객수,스크린수,대표국적,국적,배급사,줄거리,장르
347,하늘에서 음식이 내린다면 2,2013-11-21,11650500,0.0,2212,545.0,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),"음식이 살아있다고?! 푸드몬스터가 나타났다!

엉뚱한 발명가 플린트가 또 일을 냈다!
물로 거대한 음식을 만들어내던 플린트의 기계가 이번엔 살아 있는 푸드 몬스터를 만들어 낸 것.
햄버거미, 악어타코, 메론염소, 수박코끼리 등등
푸드 몬스터들이 사람들을 먹어버리기 전에 어서 빨리 그들을 막아야 해!
플린트와 친구들이 함께하는 짜릿한 모험이 시작됐다.
자, 이제 다함께 꿀꺽퐁담섬으로 출~발!","애니메이션,코미디,가족"
348,틴토 브라스의 모든 것,2014-10-29,10846000,0.0,2207,20.0,이탈리아,이탈리아,노바엔터테인먼트,"80-90년대 남성 관객들에게 핑크빛 판타지를 선사했던 에로티시즘의 거장 틴토 브라스 감독과 그의 작품에 관한 다큐멘터리. 과격하고 정치적이었던 초기 작품부터 그의 트레이드 마크가 된 섹스 영화들까지, 영화 역사상 가장 음탕한 감독으로 꼽히는 그의 속내와 고집은 무엇인지 숨김없이 이야기한다. 그의 영원한 관심사인 여성의 풍만한 엉덩이는 다큐멘터리에서도 빠지지 않는다.",다큐멘터리
349,볼쇼이 스페셜 갈라,2014-02-27,25632000,0.0,2205,9.0,러시아,"러시아,프랑스",그린나래미디어(주),"눈을 뗄 수 없는 황홀한 무대,
볼쇼이 부활을 기념하는 성대한 축제가 시작된다!
240년 역사를 자랑하는 볼쇼이 극장 재개관 갈라 콘서트. 1776년 창립 이래 세 번의 화제와 2차 세계대전의 수난을 겪으면서도 끊임없는 명작을 선보여 세계 오페라 발레의 중심지로 우뚝 선 볼쇼이 극장이 7억 8천 달러 규모의 보수 공사를 끝내고 6년 만에 첫 문을 연다. 최첨단 음향 시설과 금빛 장막으로 화려하게 재 탄생한 볼쇼이 극장의 부활을 축하하기 위해 세계적인 오페라 솔리스트와 볼쇼이 수석 무용수들이 지상에 없던 아름다운 갈라 쇼를 선보인다.",공연
350,극장판: 타이거 앤 버니 -더 라이징-,2014-06-19,16573000,0.0,2197,6.0,일본,일본,"㈜T-JOY,씨너스엔터테인먼트(주)","전설의 여신이 슈테른빌트에 천벌을 내린다?!
진정한 정의를 위해 우리가 해야 할 일은 무엇인가!

NEXT(초능력자)들이 지키는 도시 슈테른빌트에서, 2부 리그 히어로로 활동중인 코테츠(와일드 타이거)와 바나비 브룩스 주니어. 그러던 중, 스폰서사의 새로운 사장 마크 슈나이더가 바나비를 1부로 복귀시키고, 코테츠 대신 골든 라이언을 새로운 파트너로 콤비를 이루게 한다. 그 즈음, 전설의 여신의 천벌을 떠올리게 하는 듯한 기묘한 사건들이 연속해서 일어나고, 그 뒤에는 정체불명의 NEXT 3인이… 전설의 여신을 기리는 저스티스 데이가 임박해져 오고, 미스터리 사건을 해결하려는 히어로들에게 또 다른 위기가 닥친다!!","애니메이션,액션"
351,몽키킹: 손오공의 탄생,2014-12-10,15954600,0.0,2182,21.0,중국,중국,주식회사 마운틴픽쳐스,"수 천년 동안 해와 달의 에너지를 받아 태어난 슈퍼 히어로 손오공
전설의 그가 여의봉을 들고 다시 돌아왔다!

신과 요괴, 인간의 평화를 지키던 천상은 마계 우마왕 군단의 침입으로 황폐해진다. 우마왕과의 전투에서 힘겹게 승리한 옥황상제는 여신의 희생으로 얻은 신비의 수정으로 천궁을 복원한다.

그 중 땅으로 떨어진 하나의 수정에서 수 천년 동안 해와 달의 힘을 받아 선과 악을 동시에 지닌 슈퍼 히어로 손오공이 태어난다. 신들보다 뛰어난 능력을 지녔지만 제멋대로인 손오공은 결국 스승에게 쫓겨나지만, 바다 용궁에 있던 신비의 무기 여의봉을 얻으며 원숭이들의 왕으로 군림한다.

한편, 수 천년 전 전쟁에서 패하고 지하세계에 갇히게 된 마계의 수장 우마왕은 손오공을 이용해 다시 천계를 공격하려 한다. 하지만 그의 속셈을 알게 된 손오공은 천상과 친구들을 지키기 위해 그와 피할 수 없는 대결을 펼치게 되는데…","판타지,액션,어드벤처"
352,러브액츄얼리: 크리스마스 에디션,2013-12-18,15883500,0.0,2160,82.0,미국,"미국,영국",(주)팝엔터테인먼트,"러브 액츄얼리 이즈 올 어라운드!

사랑은 어디에나 있습니다. 지금 사랑하고 있는 이들, 사랑을 준비하는 이들, 그리고 지나간 사랑에 아파하는 이들 모두 소리없이 찾아 온 사랑에 울고 웃으며 그 마법같은 설렘을 기다립니다. 당신은 지금 어떤 사랑을 하고 있나요? 열한개의 다른 사랑이 당신 곁으로 찾아갑니다.","멜로/로맨스,드라마,코미디"
353,엄마와 나 그리고 나의 커밍아웃,2014-06-05,16085500,0.0,2120,15.0,프랑스,프랑스,판씨네마(주),"축구보단 피아노! 승마보단 합창단!
게이지수 100% 소녀감성을 지닌 엉뚱한 남자 기욤!
거칠고 땀내 나는 운동경기보다 엄마와의 티타임이 더 즐거운 남자 기욤.
그는 평소 엄마를 완벽한 롤모델로 여기며,
엄마의 모든 행동과 말투, 헤어스타일까지 똑같이 따라하기 위해 노력한다.
그리고 엄마와 친구들 심지어 자신조차 본인을 100% 게이라고 생각하게 되는데…

엄마도 속았다!
나 자신도 몰랐다!
첫 실연을 겪은 기욤은 자신이 정말 남자와 사랑을 할 수 있는지 궁금해지고,
몇 번의 의미 있는 도전(?) 끝에 자신은 남자가 아닌 여자를 좋아한다는 사실을 깨닫는다.
그리고 드디어 그는 엄마에게 기막힌 커밍아웃을 하기로 결심하는데…

“엄마, 사실 나는 여자가 좋아요!”
과연 기욤의 반전 커밍아웃은 성공할 수 있을까…?",코미디
354,메이지가 알고 있었던 일,2014-03-27,14549500,0.0,2117,22.0,미국,미국,(주)미디어데이,"바람난 부모에 맞선 6세 딸의 대담한 독립선언!
진정한 가족의 의미를 생각하게 하는 웰메이드 영화!
한때 인기 있던 록스타 수잔나(줄리안 무어)와 예술품 중개인인 빌(스티븐 쿠건)은 6살 난 딸 메이지(오나타 에이프릴) 앞에서 거친 언행을 서슴지 않으며 부부싸움을 일삼아오다 결국 이혼하지만, 딸의 양육권을 얻기 위해 법적 공방까지 불사한다. 양육권 분쟁에서 우위를 차지하기 위해 빌은 마음을 주고받던 메이지의 보모인 마고(사만다 벅)와, 수잔나는 오랜 친구 링컨(알렉산더 스카스가드)과 재혼한다. 이혼 후 엄마와 아빠의 집을 번갈아 오가며 생활하는 메이지는 항상 일 때문에 바쁜 친부모보다 아빠의 새 아내인 마고와 엄마의 새 남편인 링컨과 더 많은 시간을 보내며 진정한 행복을 알아가는데...",드라마
355,황제암살단,2014-10-08,4198000,0.0,2045,1.0,베트남,베트남,(주)소나무픽쳐스,"몰살 당한 가족을 위해 시작된 처절한 복수!
수만의 호위를 뚫고 황제를 암살하라!

황제의 손짓 하나에 일가족이 모두 몰살 당하자 응우엔은 자신의 목숨을 바쳐 복수할 것을 결심한다.
그에 더해 황제에게 가족을 잃은 호야, 귀족으로서 황제에게 반감을 갖고 있는 지아까지 모두 모여
세 사람읜 왕의 만행이 적힌 혈서를 찾기 위해 죽음을 불사르는 사투를 벌인다.
그러나 사실 지아가 꿈꾼 것은 황제에 대한 징벌이 아닌 반역이었던 것!
이제 응우엔과 호야는 진짜 황제를 징벌하는 한편, 지아의 반역도 저지해야 한다.
과연 그들의 무자비한 복수는 그 끝을 맺을 수 있을까?","액션,사극,드라마"
356,무사 노보우: 최후의 결전,2014-06-05,12901000,0.0,2003,20.0,일본,일본,스크린조이,"승리를 위해 목숨을 건 전투가 시작된다!
2만명의 군사에 대적하는 500명 농민들의 마지막 결사항전!

천하통일을 눈 앞에 둔 도요토미 히데요시의 마지막 상대인 호조세력. 성 주변이 호수로 둘러쌓여 ‘군함’이라는 또 다른 이름을 지니고 있으며 사람들이 평온하게 생활하는 ‘시노부의 성’도 그 중 하나이다. 히데요시는 가장 아끼는 신하인 이시다 미츠나리의 공을 세워주기 위해 2만명의 군을 동원하여 시노부의 성을 함락하라고 명령한다. 시노부의 성에는 500명의 군사뿐이었기에 이시다 미츠나리에게 항복하려 하지만 이시다의 갑작스런 도발로 인해 나가치카는 전쟁을 선포한다. 나리타 나가치카는 용맹함도 없고 놀기 좋아하며 약간 덜 떨어져 보일 만큼 칠칠 맞아서 ‘멍청이’라는 뜻의 노보우라는 애칭으로 불리며 많은 백성들로부터 사랑을 받는 존재이다. 겉모습과는 다르게 내면은 뚝심 있고 누구보다 영리한 노보우는 자신의 백성을 지키기 위해 군사 전략을 펼치고, 평소 그를 따르던 백성들은 모두가 단결하여 전쟁에 참여할 것을 결의한다. 하지만 이를 알고 있는 이시다는 홍수를 내러 마을 전체를 가라 앉히려 하는데.. 과연 그 누구도 예상할 수 없는 이 전쟁의 승자는 누가 될 것인가!","전쟁,드라마"
357,리턴드,2014-10-30,10610500,0.0,1978,21.0,스페인,스페인,와이드 릴리즈(주),"사람도 좀비도 아닌 그들, 리턴!
하루에 한 번 주사해야 하는 그들의 백신이 떨어지고 있다!

바이러스 감염으로 하루에 한 번 백신 투여를 통해 평범한 삶을 살아가고 있는 그들 ‘리턴’.
엄격한 치료 규율 속에도 평범한 하루를 위해 노력하는 그들 앞에 백신의 재고가 바닥났다는 루머가 퍼지기 시작한다.
문제 해결에 대한 여론이 나뉘고 적대심을 가진 사람들의 공격이 날로 심해지는 가운데 정부는 ‘리턴’들을 보호한다는 명목 하에 의료기관에 격리시키려 한다.

한편, ‘리턴’ 병동에서 일하는 의사 케이트(에밀리 햄프셔)는 리턴인 남편 알렉스(크리스 홀든 리드)와 함께 가지고 있는 치료약을 모두 가지고 도망친다.
시간이 지날수록 상황은 점점 악화되고 있는 가운데 정부의 포위망과 함께 예상치 못한 위협이 그들에게 다가오는데…","공포(호러),스릴러"
358,쇼트피스,2014-04-17,13992000,0.0,1975,6.0,일본,일본,(주)도키엔터테인먼트,"""이것이 애니메이션의 정점이다!""
[구십구]
18세기. 산 속을 헤매던 나그네는 갑작스럽게 폭풍우를 만나 길을 잃고 헤매다가 오래 된 사당을 발견하게 된다. 비를 피하기 위해 들어간 사당은 돌연 다른 세계의 방으로 변화한다. 버려진 우산, 더 이상 입지 않게 된 옷의 정령들 등 방은 여러 모습으로 변화하며 나그네를 혼란에 빠트리는데…

[화요진]
17세기 에도시대. 상인의 딸 오와카와는 소꿉친구 마쓰키치를 좋아하지만 집안은 그녀를 다른 남자와 혼인을 시키려하고 한다. 마쓰키치는 그런 오와카와의 마음도 모른 채 소방관이 되겠다며 집을 나간다. 결혼을 앞두고 마음이 뒤숭숭한 오와카와는 마쓰키치를 만나기 위해 집에 불을 지르는데…

[감보]
16세기 전국시대 말기. 도호쿠 지방의 산 안에 있는 촌락에 붉은 도깨비 형상의 괴물이 나타나 밤마다 마을에 있는 처녀들을 끌고 간다. 결국 마을에 남은 처녀라고는 어린 소녀 ‘기오’뿐. 산 속으로 도망 친 ‘가오’는 그 곳에서 사람의 말을 이해하는 백곰 ‘감보’를 만나 도움을 요청하는데…

[무기여 잘 있거라]
근 미래 도쿄. 사막 안에 폐허로 변한 도시를 프로텍션 슈트로 무장한 5명의 소대가 찾아 온다. 그들은 한 대의 전차형 무인병기와 전투를 벌이게 된다. 하지만 일은 점차 예상치 못한 방향으로 틀어지게 되는데…",애니메이션
359,벨라 키스,2014-07-30,11276000,0.0,1964,19.0,독일,독일,(주)에이블엔터테인먼트,"모든 전설은 희생자가 필요하다!
호프만 호텔에 오신 것을 환영합니다!
1916년 7월 29일 부다페스트. 세 명의 병사가 전쟁에 쓸 물자로 연료를 찾기 위해 벨라 키스의 주택을 방문했다. 하지만 그들은 기름통에서 연료가 아닌 끔찍한 것을 발견했다. 은행을 털고 몸을 숨길 곳으로 정한 산 속의 호텔로 향하는 다섯 명의 친구들. 알 수 없는 분위기로 가득한 호프만 호텔에 묵게 된 그들에게 이상한 일들이 벌어지기 시작하는데…
<이 영화는 20세기 초에 일어난 사건을 바탕으로 제작되었다>","공포(호러),미스터리,스릴러"
360,아메리칸 셰프,2015-01-07,15171000,0.0,1961,111.0,미국,미국,(주)영화사 진진,"일류 레스토랑의 셰프 칼 캐스퍼는 레스토랑 오너에게 메뉴 결정권을 뺏긴 후 유명음식평론가의 혹평을 받자 홧김에 트위터로 욕설을 보낸다. 이들의 썰전은 온라인 핫이슈로 등극하고 칼은 레스토랑을 그만두기에 이른다. 아무것도 남지 않은 그는 쿠바 샌드위치 푸드트럭에 도전, 그 동안 소원했던 아들과 미국 전역을 일주하던 중 문제의 평론가가 푸드트럭에 다시 찾아오는데… 과연 칼은 셰프로서의 명예를 되찾을 수 있을까?",코미디
361,거꾸로 된 파테마,2014-04-17,15357000,0.0,1957,35.0,일본,일본,에이원엔터테인먼트,"하늘과 땅이 맞닿은 두 개의 세계… 봉인되었던 비밀의 문이 열린다!
멀지 않은 미래. 끝없이 이어진 터널로 가득한 지하세계에 살고 있는 ‘파테마’는 족장의 딸이자 호기심 많은 14살 소녀이다. 보지 못했던 세계를 경험하고 싶은 ‘파테마’는 어느 날 접근금지 지역을 탐사하던 중 공중에 떠다니는 작은 물체들과 이상한 빛으로 가득 차 있는 공간을 발견한다. 그 곳을 살피던 ‘파테마’는 천정에 서 있는 누군가에 놀라 터널 아래로 떨어지면서 중력이 반대로 되어 있는 또 다른 지상세계로 나오게 된다. ‘파테마’는 지상세계에 살고 있던 소년 ‘에이지’와 마주치게 되고, 묘한 공감을 느끼면서 곧 친해진다. 한편, ‘에이지’가 살고 있는 지상세계를 독재하고 있는 ‘이자무라’의 일당은 지하세계에서 온 ‘파테마’를 쫓고, ‘파테마’와 ‘에이지’는 그를 피해 달아나던 중 두 개의 세계에 얽힌 놀라운 비밀과 맞닥뜨리게 되는데...",애니메이션
